Ac_no  , Open_date , First_name, middle_name, Last_name, ssn      , Addl_1      , Addl_2   , City        , State, Zipcode, record_type, match_code, match_score, consumer_id, consumer_type, notification_no, notice_type, case_no , chapter, original chapter, date_filed, conversion_date, status, Status_date, PD_ssn   , PD_First_Name, PD_middle_Name, PD_lastt_Name, PD_suffix, PD_AKA, PD_AKA2, PD_DBA, PD_DBA2, PD_Addl_1      , PD_Addl_2, PD_City        , PD_State, PD_Zipcode, PD_phone, SD_ssn, SD_First_Name, SD_middle_Name, SD_lastt_Name, SD_suffix, SD_AKA, SD_AKA2, SD_DBA, SD_DBA2, SD_Addl_1, SD_Addl_2, SD_City, SD_State, SD_Zipcode, SD_phone, Judge_name        , prose_indicator, Attorny_ssn, Attorny_First_Name, Attorny_middle_Name, Attorny_lastt_Name, Attorny_suffix, Attorny_AKA, Attorny_AKA2, Attorny_DBA, Attorny_DBA2, Attorny_Addl_1, Attorny_Addl_2, Attorny_City, Attorny_State, Attorny_Zipcode, Attorny_phone, 341_date  , 341_time, 341_Addl_1      , 341_Addl_2, 341_City     , 341_State, 341_Zipcode, 341_phone, trustee_name, Trustee_Addl_1 , Trustee_Addl_2, Trustee_City, Trustee_State, Trustee_Zipcode, Trustee_phone, Court_id, court_district  , Court_Addl_1, Court_Addl_2, Court_City, Court_State, Court_Zipcode, Court_phone, confirmation_date, Asset_indicator, Before_open, SASF    , Active_Status, Disposition_text, POC_bar_date, 
1000003, 2010-06-25, John      , K          , Miller   ,394857260, 5738 Main St,          , Phoenix     , AZ   ,85001, New        , M1        ,84, CID-839201 , Individual   , NOTIF-1004     , bankruptcy4 , 22-57382,12,10, 2021-09-05,                , Active, 2021-09-05 ,573829105, Primary      , D             , Debtor       ,          ,       ,        ,       ,        , 123 Debtor Lane,          , bankruptcy4 City, TX      ,77000, 555-0100,       ,              ,               ,              ,          ,       ,        ,       ,        ,          ,          ,        ,         ,           ,         , Hon. Sarah Justice, N              ,384756291, Counselor         , L                  , Lawyer            , Esq           ,            ,             ,            ,             , 456 Law Plaza , Ste 10        , Legal Center, DC           ,20000, 555-9000     , 10/5/2021 , 10:00 AM, Federal Building, Rm 302    , District City, TX       ,77002, 555-4444 , Trustee Tom , 789 Trustee Way,               , Admin Town  , TX           ,77002, 555-8888     , TXEB    , Eastern District, 200 Court St,             , Marshall  , TX         ,75669, 555-7777   ,                  , N              , N          , Standard, Open         , Case in Progress, 2021-12-04  , 
1000004, 2010-06-25, John      , K          , Miller   ,394857261, 5738 Main St, Apt 1    , Phoenix     , AZ   ,85002, New        , M1        ,85, CID-839201 , Individual   , NOTIF-1004     , bankruptcy4 , 22-57382,12,12, 2021-09-05,                , Active, 2021-09-05 ,573829105, Primary      , D             , Debtor       ,          ,       ,        ,       ,        , 123 Debtor Lane,          , bankruptcy4 City, TX      ,77001, 555-0100,       ,              ,               ,              ,          ,       ,        ,       ,        ,          ,          ,        ,         ,           ,         , Hon. Sarah Justice, N              ,384756290, Counselor         , L                  , Lawyer            , Esq           ,            ,             ,            ,             , 456 Law Plaza , Ste 10        , Legal Center, DC           ,20002, 555-9000     , 10/5/2021 , 10:00 AM, Federal Building, Rm 302    , District City, TX       ,77003, 555-4444 , Trustee Tom , 789 Trustee Way,               , Admin Town  , TX           ,77003, 555-8888     , TXEB    , Eastern District, 200 Court St,             , Marshall  , TX         ,75669, 555-7777   ,                  , N              , N          , Standard, Open         , Case in Progress, 2021-12-04  , 
1000002, 2018-02-14, Patricia  , A          , Davis    ,601928374, 1029 Main St, Apt 1    , New York    , NY   ,10002, New        , M1        ,93, CID-573829 , SME          , NOTIF-1003     , bankruptcy4 , 23-48291,12,6, 2023-01-10,                , Active, 2023-01-10 ,482910573, Primary      , D             , Debtor       ,          ,       ,        ,       ,        , 123 Debtor Lane,          , bankruptcy4 City, TX      ,77000, 555-0100,       ,              ,               ,              ,          ,       ,        ,       ,        ,          ,          ,        ,         ,           ,         , Hon. Sarah Justice, N              ,192837465, Counselor         , L                  , Lawyer            , Esq           ,            ,             ,            ,             , 456 Law Plaza , Ste 10        , Legal Center, DC           ,20001, 555-9000     , 2/9/2023  , 10:00 AM, Federal Building, Rm 302    , District City, TX       ,77003, 555-4444 , Trustee Tom , 789 Trustee Way,               , Admin Town  , TX           ,77003, 555-8888     , TXEB    , Eastern District, 200 Court St,             , Marshall  , TX         ,75669, 555-7777   ,                  , N              , N          , Standard, Open         , Case in Progress, 2023-04-10  , 
1000002, 2018-02-14, Patricia  , A          , Davis    ,601928374, 1029 Main St, Apt 1    , New York    , NY   ,10001, New        , M1        ,91, CID-573829 , SME          , NOTIF-1003     , bankruptcy4 , 23-48291,10,6, 2023-01-10,                , Active, 2023-01-10 ,482910572, Primary      , D             , Debtor       ,          ,       ,        ,       ,        , 123 Debtor Lane,          , bankruptcy4 City, TX      ,77002, 555-0100,       ,              ,               ,              ,          ,       ,        ,       ,        ,          ,          ,        ,         ,           ,         , Hon. Sarah Justice, N              ,192837465, Counselor         , L                  , Lawyer            , Esq           ,            ,             ,            ,             , 456 Law Plaza , Ste 10        , Legal Center, DC           ,20001, 555-9000     , 2/9/2023  , 10:00 AM, Federal Building, Rm 302    , District City, TX       ,77001, 555-4444 , Trustee Tom , 789 Trustee Way,               , Admin Town  , TX           ,77003, 555-8888     , TXEB    , Eastern District, 200 Court St,             , Marshall  , TX         ,75671, 555-7777   ,                  , N              , N          , Standard, Open         , Case in Progress, 2023-04-10  , 
1000011, 2013-05-28, John      , T          , Garcia   ,384756191, 5748 Main St,          , Los Angeles , CA   ,90003, New        , M1        ,90, CID-584739 , Individual   , NOTIF-1010     , bankruptcy4 , 22-57483,12,6, 2021-08-08,                , Active, 2021-08-08 ,574839103, Primary      , D             , Debtor       ,          ,       ,        ,       ,        , 123 Debtor Lane,          , bankruptcy4 City, TX      ,77002, 555-0100,       ,              ,               ,              ,          ,       ,        ,       ,        ,          ,          ,        ,         ,           ,         , Hon. Sarah Justice, N              ,102938474, Counselor         , L                  , Lawyer            , Esq           ,            ,             ,            ,             , 456 Law Plaza , Ste 10        , Legal Center, DC           ,20000, 555-9000     , 9/7/2021  , 10:00 AM, Federal Building, Rm 302    , District City, TX       ,77002, 555-4444 , Trustee Tom , 789 Trustee Way,               , Admin Town  , TX           ,77002, 555-8888     , TXEB    , Eastern District, 200 Court St,             , Marshall  , TX         ,75671, 555-7777   ,                  , N              , N          , Standard, Open         , Case in Progress, 2021-11-06  , 
1000009, 2013-05-28, John      , T          , Garcia   ,384756191, 5748 Main St, Suite 200, Los Angeles , CA   ,90003, New        , M1        ,89, CID-584739 , Individual   , NOTIF-1010     , bankruptcy4 , 22-57483,13,6, 2021-08-08,                , Active, 2021-08-08 ,574839103, Primary      , D             , Debtor       ,          ,       ,        ,       ,        , 123 Debtor Lane,          , bankruptcy4 City, TX      ,77000, 555-0100,       ,              ,               ,              ,          ,       ,        ,       ,        ,          ,          ,        ,         ,           ,         , Hon. Sarah Justice, N              ,102938476, Counselor         , L                  , Lawyer            , Esq           ,            ,             ,            ,             , 456 Law Plaza , Ste 10        , Legal Center, DC           ,20001, 555-9000     , 9/7/2021  , 10:00 AM, Federal Building, Rm 302    , District City, TX       ,77001, 555-4444 , Trustee Tom , 789 Trustee Way,               , Admin Town  , TX           ,77003, 555-8888     , TXEB    , Eastern District, 200 Court St,             , Marshall  , TX         ,75670, 555-7777   ,                  , N              , N          , Standard, Open         , Case in Progress, 2021-11-06  , 
1000009, 2011-03-10, Michael   , R          , Davis    ,475869202, 3847 Main St, Apt 1    , New York    , NY   ,10011, New        , M1        ,94, CID-485920 , Corporate    , NOTIF-1008     , bankruptcy4 , 22-19283,6,10, 2021-11-15,                , Active, 2021-11-15 ,192837466, Primary      , D             , Debtor       ,          ,       ,        ,       ,        , 123 Debtor Lane,          , bankruptcy4 City, TX      ,77000, 555-0100,       ,              ,               ,              ,          ,       ,        ,       ,        ,          ,          ,        ,         ,           ,         , Hon. Sarah Justice, N              ,384756291, Counselor         , L                  , Lawyer            , Esq           ,            ,             ,            ,             , 456 Law Plaza , Ste 10        , Legal Center, DC           ,20002, 555-9000     , 12/15/2021, 10:00 AM, Federal Building, Rm 302    , District City, TX       ,77003, 555-4444 , Trustee Tom , 789 Trustee Way,               , Admin Town  , TX           ,77003, 555-8888     , TXEB    , Eastern District, 200 Court St,             , Marshall  , TX         ,75671, 555-7777   ,                  , N              , N          , Standard, Open         , Case in Progress, 2022-02-13  , 
1000004, 2019-09-18, Jane      , L          , Garcia   ,293847560, 4829 Main St, Suite 200, Los Angeles , CA   ,90001, New        , M1        ,100, CID-203948 , Corporate    , NOTIF-1005     , bankruptcy4 , 23-19283,6,7, 2022-03-15,                , Active, 2022-03-15 ,203948577, Primary      , D             , Debtor       ,          ,       ,        ,       ,        , 123 Debtor Lane,          , bankruptcy4 City, TX      ,77001, 555-0100,       ,              ,               ,              ,          ,       ,        ,       ,        ,          ,          ,        ,         ,           ,         , Hon. Sarah Justice, N              ,475869202, Counselor         , L                  , Lawyer            , Esq           ,            ,             ,            ,             , 456 Law Plaza , Ste 10        , Legal Center, DC           ,20000, 555-9000     , 4/14/2022 , 10:00 AM, Federal Building, Rm 302    , District City, TX       ,77003, 555-4444 , Trustee Tom , 789 Trustee Way,               , Admin Town  , TX           ,77003, 555-8888     , TXEB    , Eastern District, 200 Court St,             , Marshall  , TX         ,75669, 555-7777   ,                  , N              , N          , Standard, Open         , Case in Progress, 2022-06-13  , 
1000009, 2017-12-05, Patricia  , S          , Brown    ,203948577, 4758 Main St, Suite 200, Phoenix     , AZ   ,85002, New        , M1        ,96, CID-293847 , SME          , NOTIF-1009     , bankruptcy4 , 23-38475,12,13, 2022-10-25,                , Active, 2022-10-25 ,384756292, Primary      , D             , Debtor       ,          ,       ,        ,       ,        , 123 Debtor Lane,          , bankruptcy4 City, TX      ,77000, 555-0100,       ,              ,               ,              ,          ,       ,        ,       ,        ,          ,          ,        ,         ,           ,         , Hon. Sarah Justice, N              ,574839103, Counselor         , L                  , Lawyer            , Esq           ,            ,             ,            ,             , 456 Law Plaza , Ste 10        , Legal Center, DC           ,20001, 555-9000     , 11/24/2022, 10:00 AM, Federal Building, Rm 302    , District City, TX       ,77001, 555-4444 , Trustee Tom , 789 Trustee Way,               , Admin Town  , TX           ,77002, 555-8888     , TXEB    , Eastern District, 200 Court St,             , Marshall  , TX         ,75671, 555-7777   ,                  , N              , N          , Standard, Open         , Case in Progress, 2023-01-23  , 
1000002, 2015-04-12, Michael   , J          , Smith    ,492671845, 9384 Main St, Suite 200, Chicago     , IL   ,38471, New        , M1        ,95, CID-482910 , Corporate    , NOTIF-1001     , bankruptcy4 , 23-58291,13,6, 2022-08-15,                , Active, 2022-08-15 ,938471030, Primary      , D             , Debtor       ,          ,       ,        ,       ,        , 123 Debtor Lane,          , bankruptcy4 City, TX      ,77001, 555-0100,       ,              ,               ,              ,          ,       ,        ,       ,        ,          ,          ,        ,         ,           ,         , Hon. Sarah Justice, N              ,582910383, Counselor         , L                  , Lawyer            , Esq           ,            ,             ,            ,             , 456 Law Plaza , Ste 10        , Legal Center, DC           ,20001, 555-9000     , 9/14/2022 , 10:00 AM, Federal Building, Rm 302    , District City, TX       ,77002, 555-4444 , Trustee Tom , 789 Trustee Way,               , Admin Town  , TX           ,77003, 555-8888     , TXEB    , Eastern District, 200 Court St,             , Marshall  , TX         ,75669, 555-7777   ,                  , N              , N          , Standard, Open         , Case in Progress, 2022-11-13  , 
